record_id,farm_id,animal_id,breed,age_years,lactation_number,days_in_milk,previous_mastitis,disease_history,vaccination_status,treatment_history,milk_yield_l_day,scc_cells_ml,milk_conductivity_ms_cm,milk_temperature_c,body_temperature_c,udder_surface_temperature_c,activity_percent,rumination_min_day,feeding_behavior_score,water_intake_l_day,feed_quality_score,hygiene_score,housing_condition_score,milking_hygiene_score,worker_hygiene_score,milking_frequency_per_day,milking_schedule,ambient_temperature_c,relative_humidity_percent,climate_risk,co_morbidity,sensor_status,ai_risk_score,risk_category,mastitis_within_7_14_days,forecast_lead_days
REC-06495,FARM-036,COW-383,Other,5.0,3,153,1,Previous mastitis,Up to date,None,12.21,114422,5.83,39.34,39.39,37.72,84.1,509.0,6.9,55.5,8.2,8.6,8.5,3.3,9.7,2,Morning/Evening,22.9,69.9,Low,0,Intermittent,13.8,No Risk,0,0
REC-06496,FARM-006,COW-220,HF Cross,5.3,6,28,1,Previous mastitis,Up to date,None,15.78,205699,5.81,38.06,38.09,37.34,62.0,,8.6,74.4,7.2,7.4,8.3,6.7,5.7,2,Morning/Evening,30.6,72.3,Moderate,0,Normal,10.0,No Risk,0,0
REC-06497,FARM-016,COW-390,Jersey,4.8,3,264,0,No previous mastitis,Up to date,None,12.28,268194,6.33,38.48,38.49,38.23,66.0,429.0,6.5,59.5,7.9,6.7,5.2,6.9,7.2,2,Morning/Evening,23.0,89.7,Moderate,0,Normal,14.8,No Risk,0,0
REC-06498,FARM-029,COW-413,HF Cross,5.5,2,235,0,No previous mastitis,Overdue,None,10.52,153995,5.41,38.5,38.62,37.98,77.6,443.0,6.4,69.8,9.4,6.5,8.8,6.5,9.7,3,Morning/Evening,34.4,64.4,Moderate,0,Normal,12.8,No Risk,0,0
REC-06499,FARM-036,COW-442,HF Cross,5.3,2,275,1,Previous mastitis,Partially up to date,None,17.44,500775,6.49,38.4,38.46,38.03,51.8,488.0,7.8,79.9,8.4,6.1,7.1,6.2,7.5,3,Morning/Evening,38.5,81.5,High,1,Normal,28.1,Low Risk,0,0
REC-06500,FARM-038,COW-401,Jersey Cross,2.6,4,141,0,No previous mastitis,Up to date,None,10.49,54860,5.04,38.43,38.59,38.4,59.8,462.0,9.9,61.0,8.5,7.0,6.4,10.0,7.1,2,Morning/Evening,30.3,61.1,Moderate,0,Normal,6.4,No Risk,0,0
REC-06501,FARM-037,COW-400,HF Cross,5.7,2,167,0,No previous mastitis,Up to date,None,12.73,129566,5.38,38.53,38.52,37.78,61.1,577.0,7.4,71.2,8.1,5.3,5.1,6.2,7.5,2,Morning/Evening,30.7,73.8,Moderate,0,Normal,12.0,No Risk,0,0
REC-06502,FARM-048,COW-215,Jersey Cross,5.2,3,307,0,No previous mastitis,Partially up to date,None,13.37,152603,5.15,38.6,38.72,37.17,79.5,410.0,7.9,66.5,7.1,4.5,5.5,6.7,9.1,2,Morning/Noon/Evening,31.6,56.4,Moderate,0,Normal,13.7,No Risk,0,0
REC-06503,FARM-048,COW-479,Jersey,2.1,3,262,0,No previous mastitis,Partially up to date,Supportive treatment,6.12,282698,5.1,38.81,38.83,38.14,70.9,554.0,7.5,55.9,7.3,6.4,5.2,9.2,6.6,2,Morning/Noon/Evening,30.2,64.9,Moderate,1,Normal,22.9,Low Risk,0,0
REC-06504,FARM-010,COW-387,Holstein Friesian,6.8,3,269,0,No previous mastitis,Up to date,None,18.91,106327,5.68,38.44,38.51,38.08,79.2,421.0,7.5,56.4,7.7,6.3,9.2,6.4,6.9,2,Morning/Noon/Evening,24.1,48.1,Low,0,Normal,7.1,No Risk,0,0
REC-06505,FARM-041,COW-277,Holstein Friesian,4.7,1,52,0,No previous mastitis,Up to date,None,21.27,91431,5.46,38.78,38.76,38.11,75.1,319.0,6.9,71.9,8.2,10.0,6.3,6.8,8.5,3,Morning/Evening,35.4,73.9,High,1,Normal,15.6,No Risk,0,0
REC-06506,FARM-036,COW-064,Other,6.3,1,247,0,No previous mastitis,Up to date,None,11.87,339603,5.94,38.97,39.0,37.48,91.0,462.0,6.3,65.2,6.8,9.2,7.1,3.4,7.1,2,Morning/Evening,31.0,72.8,Moderate,0,Normal,16.4,No Risk,0,0
REC-06507,FARM-029,COW-346,Holstein Friesian,5.1,2,36,0,No previous mastitis,Up to date,Antibiotic treatment,22.47,125128,4.28,39.2,39.34,38.39,64.2,612.0,7.7,60.7,8.1,6.9,3.6,6.4,6.0,2,Morning/Noon/Evening,31.5,55.8,Moderate,0,Normal,6.0,No Risk,0,0
REC-06508,FARM-014,COW-292,Murrah Buffalo,2.0,2,107,0,No previous mastitis,Up to date,Supportive treatment,8.2,178278,5.46,38.77,38.76,37.66,83.5,481.0,8.1,73.0,7.1,7.2,5.0,7.9,7.4,2,Morning/Evening,33.5,94.3,High,1,Normal,34.1,Low Risk,0,0
REC-06509,FARM-004,COW-490,Holstein Friesian,5.7,2,43,1,Previous mastitis,Up to date,None,19.18,189650,5.86,38.94,38.9,37.04,70.3,536.0,7.7,76.1,7.7,8.8,5.8,9.7,6.2,2,Morning/Evening,33.3,68.9,Moderate,0,Normal,8.1,No Risk,0,0
REC-06510,FARM-044,COW-485,Jersey,6.1,3,141,0,No previous mastitis,Up to date,None,13.26,108377,5.05,38.95,38.97,37.68,78.6,513.0,7.8,52.4,7.5,7.2,10.0,6.3,7.6,2,Morning/Evening,34.6,66.3,Moderate,0,Normal,5.1,No Risk,0,0
REC-06511,FARM-042,COW-245,Holstein Friesian,7.3,3,92,1,Previous mastitis,Partially up to date,Anti-inflammatory treatment,20.51,305809,6.2,38.73,38.81,37.63,51.9,502.0,8.4,77.7,7.9,6.9,6.5,6.0,7.0,3,Morning/Evening,31.0,56.3,Moderate,0,Normal,16.3,No Risk,0,0
REC-06512,FARM-036,COW-470,Holstein Friesian,6.9,7,191,0,No previous mastitis,Overdue,None,17.8,161751,5.31,38.19,38.39,37.42,59.3,430.0,7.4,71.0,7.9,6.8,6.5,7.3,7.3,2,Morning/Evening,25.1,77.4,Moderate,0,Normal,7.9,No Risk,0,0
REC-06513,FARM-050,COW-062,Other,7.4,3,183,1,Previous mastitis,Up to date,None,6.59,140685,6.29,38.43,38.4,37.85,77.1,491.0,7.4,91.8,7.4,7.0,4.8,7.1,6.6,2,Morning/Evening,30.9,57.2,Moderate,0,Normal,27.7,Low Risk,0,0
REC-06514,FARM-045,COW-426,Jersey Cross,6.5,3,206,0,No previous mastitis,Up to date,None,15.52,214770,5.77,38.75,38.69,37.98,85.3,589.0,8.8,63.1,6.3,5.5,6.0,7.1,8.6,2,Morning/Evening,28.9,77.2,Moderate,0,Normal,6.1,No Risk,0,0
REC-06515,FARM-013,COW-332,Other,4.3,2,142,0,No previous mastitis,Partially up to date,None,10.11,250969,5.67,38.7,38.87,38.15,48.4,319.0,5.3,52.5,9.2,8.9,6.0,8.2,7.9,2,Morning/Evening,25.1,57.5,Low,0,Normal,17.7,No Risk,0,0
REC-06516,FARM-046,COW-170,Murrah Buffalo,4.4,2,199,0,No previous mastitis,Up to date,None,4.87,72691,5.2,38.41,38.49,37.62,68.4,412.0,7.7,60.1,6.8,6.8,8.7,9.5,7.3,2,Morning/Evening,35.5,73.2,High,0,Intermittent,37.2,Low Risk,0,0
REC-06517,FARM-018,COW-445,Jersey Cross,7.0,3,101,0,No previous mastitis,Overdue,None,20.85,95072,4.94,38.75,38.86,37.87,65.0,532.0,5.8,56.7,8.9,9.1,3.2,7.9,6.6,2,Morning/Evening,28.3,65.7,Low,0,Normal,10.1,No Risk,0,0
REC-06518,FARM-033,COW-269,Jersey Cross,4.5,4,41,0,No previous mastitis,Up to date,None,10.38,85347,5.84,38.57,38.64,38.37,77.1,530.0,8.9,78.5,5.9,8.8,4.2,8.3,6.9,2,Morning/Noon/Evening,30.0,77.4,Moderate,0,Normal,21.0,Low Risk,0,0
REC-06519,FARM-021,COW-267,Jersey Cross,6.2,4,191,0,No previous mastitis,Partially up to date,None,9.3,388294,5.36,38.89,38.9,37.69,92.7,621.0,8.6,64.3,6.0,7.9,7.3,8.7,7.0,2,Morning/Evening,25.7,52.4,Low,0,Normal,7.0,No Risk,0,0
REC-06520,FARM-016,COW-054,Jersey Cross,8.3,5,169,0,No previous mastitis,Partially up to date,None,11.95,234387,5.19,38.66,38.77,38.67,79.7,459.0,7.3,64.4,8.8,9.1,8.2,9.5,7.1,2,Morning/Evening,28.8,73.5,Low,0,Normal,4.7,No Risk,0,0
REC-06521,FARM-015,COW-016,Holstein Friesian,4.1,5,9,1,Previous mastitis,Up to date,None,21.42,295234,6.16,38.74,38.72,37.71,74.7,650.0,6.0,67.4,9.7,6.9,5.4,8.0,8.4,2,Morning/Noon/Evening,33.2,56.2,Moderate,0,Normal,17.1,No Risk,0,0
REC-06522,FARM-005,COW-008,HF Cross,6.5,3,230,0,No previous mastitis,Up to date,None,11.67,728775,6.87,37.96,38.0,37.47,68.1,417.0,7.2,51.6,8.2,6.4,8.8,6.2,6.3,2,Morning/Evening,38.2,60.2,Moderate,0,Normal,16.3,No Risk,0,0
REC-06523,FARM-006,COW-104,Jersey Cross,3.8,2,148,0,No previous mastitis,Up to date,Antibiotic treatment,12.98,146164,4.98,38.89,38.95,37.36,79.1,438.0,5.0,47.0,5.6,6.2,6.8,8.8,7.3,2,Morning/Evening,22.4,75.0,Low,0,Normal,4.5,No Risk,0,0
REC-06524,FARM-038,COW-059,Jersey,6.3,2,102,0,No previous mastitis,Up to date,None,11.62,133433,4.68,38.96,38.99,37.47,104.9,358.0,7.0,74.4,8.9,7.3,5.1,10.0,7.3,2,Morning/Evening,29.1,68.6,Low,0,Normal,19.4,No Risk,0,0
REC-06525,FARM-003,COW-313,HF Cross,8.1,5,25,0,No previous mastitis,Partially up to date,Supportive treatment,16.79,109725,5.67,38.39,38.47,37.65,84.7,386.0,7.4,46.4,6.2,8.2,4.9,6.5,8.7,2,Morning/Noon/Evening,18.0,72.5,Low,0,Normal,14.0,No Risk,0,0
REC-06526,FARM-048,COW-040,Murrah Buffalo,7.6,3,235,0,No previous mastitis,Up to date,None,4.89,71214,5.2,39.02,39.04,37.49,75.5,432.0,6.9,61.1,6.0,7.8,7.4,7.8,8.9,3,Morning/Evening,27.1,77.0,Moderate,0,Normal,16.8,No Risk,0,0
REC-06527,FARM-012,COW-237,HF Cross,4.5,2,286,0,No previous mastitis,Up to date,None,17.2,93252,5.18,38.55,38.55,37.78,58.3,482.0,7.9,56.6,7.6,10.0,7.8,8.2,8.2,2,Morning/Evening,29.5,70.0,Low,0,Normal,2.4,No Risk,0,0
REC-06528,FARM-036,COW-443,Jersey Cross,8.0,1,72,0,No previous mastitis,Overdue,Antibiotic treatment,12.4,206611,4.53,38.18,38.39,37.45,97.1,458.0,8.2,51.2,6.8,8.0,3.0,7.9,9.0,3,Morning/Evening,29.7,66.4,Low,0,Normal,6.9,No Risk,0,0
REC-06529,FARM-033,COW-386,Holstein Friesian,4.8,4,25,0,No previous mastitis,Up to date,None,19.26,270270,5.34,38.5,38.72,37.86,86.5,407.0,7.6,85.3,8.5,6.4,6.0,8.1,8.3,2,Morning/Evening,36.4,56.0,Moderate,1,Normal,14.6,No Risk,0,0
REC-06530,FARM-036,COW-094,Sahiwal,9.3,1,256,0,No previous mastitis,Up to date,None,8.59,653795,6.87,39.35,39.22,38.05,82.5,470.0,6.9,62.0,8.1,7.4,4.4,5.9,7.6,2,Morning/Evening,28.0,94.4,Moderate,0,Normal,24.1,Low Risk,0,0
REC-06531,FARM-033,COW-222,HF Cross,5.3,5,94,0,No previous mastitis,Up to date,None,15.15,196569,4.72,38.82,38.98,38.08,88.9,463.0,7.5,78.6,7.0,8.6,6.9,8.7,9.8,3,Morning/Evening,36.0,74.6,High,0,Normal,7.9,No Risk,0,0
REC-06532,FARM-031,COW-204,Other,6.4,5,158,0,No previous mastitis,Up to date,None,7.2,314681,5.1,38.05,38.04,38.51,98.6,647.0,7.4,73.9,8.2,6.5,6.7,9.3,6.8,2,Morning/Evening,30.1,68.0,Moderate,1,Normal,16.8,No Risk,0,0
REC-06533,FARM-021,COW-138,Other,6.3,4,31,0,No previous mastitis,Up to date,None,8.82,161244,5.78,38.36,38.65,38.42,68.4,443.0,8.0,64.0,10.0,6.3,6.4,6.2,8.3,2,Morning/Evening,26.7,64.2,Low,0,Normal,21.4,Low Risk,0,0
REC-06534,FARM-027,COW-300,Murrah Buffalo,3.2,3,96,0,No previous mastitis,Overdue,None,11.53,86760,5.22,38.08,38.17,37.61,85.1,514.0,6.0,67.6,7.0,8.9,10.0,5.8,6.7,2,Morning/Evening,29.9,70.5,Low,0,Normal,11.5,No Risk,0,0
REC-06535,FARM-027,COW-395,Jersey,7.7,5,292,0,No previous mastitis,Up to date,None,11.26,245973,6.43,39.23,39.27,,91.5,474.0,10.0,82.5,7.9,8.4,9.3,7.2,6.1,2,Morning/Evening,29.6,67.9,Low,0,Normal,9.2,No Risk,0,0
REC-06536,FARM-008,COW-207,HF Cross,5.6,3,169,0,No previous mastitis,Up to date,Anti-inflammatory treatment,15.53,181980,5.78,39.08,39.03,38.25,73.0,645.0,9.0,55.6,8.2,7.3,7.6,7.8,9.1,2,Morning/Evening,29.9,74.3,Low,0,Normal,6.2,No Risk,0,0
REC-06537,FARM-037,COW-336,Other,4.2,3,61,0,No previous mastitis,Up to date,Antibiotic treatment,5.03,138122,5.47,39.26,39.24,37.75,85.8,502.0,8.8,80.5,8.1,6.4,5.4,7.3,7.5,2,Morning/Evening,25.9,61.1,Low,0,Normal,23.0,Low Risk,0,0
REC-06538,FARM-032,COW-081,Sahiwal,3.8,2,19,1,Previous mastitis,Partially up to date,None,10.81,118275,5.38,38.78,38.88,37.7,68.9,587.0,6.2,58.5,10.0,6.8,5.6,7.4,9.6,2,Morning/Evening,25.8,88.2,Moderate,0,Intermittent,30.7,Low Risk,0,0
REC-06539,FARM-026,COW-218,Murrah Buffalo,4.1,2,261,0,No previous mastitis,Overdue,None,3.02,350994,6.23,39.04,39.1,37.36,77.5,581.0,7.8,81.2,8.9,7.6,8.9,6.9,9.2,2,Morning/Evening,34.1,76.3,High,1,Normal,58.2,Moderate Risk,1,8
REC-06540,FARM-002,COW-002,Jersey Cross,5.1,3,148,0,No previous mastitis,Up to date,Supportive treatment,16.76,32133,5.65,38.38,38.29,37.42,81.0,348.0,9.1,89.2,6.1,8.3,4.9,7.9,7.8,2,Morning/Evening,33.7,46.3,Moderate,0,Normal,12.3,No Risk,0,0
REC-06541,FARM-012,COW-178,HF Cross,3.3,4,235,0,No previous mastitis,Partially up to date,None,18.95,449604,6.52,38.8,38.76,37.91,71.4,475.0,8.4,52.1,6.2,8.8,7.4,4.5,7.7,2,Morning/Evening,25.3,71.5,Low,0,Normal,12.0,No Risk,0,0
REC-06542,FARM-022,COW-396,Jersey,3.7,3,285,0,No previous mastitis,Up to date,None,8.83,164361,6.83,38.41,38.45,37.64,66.0,462.0,4.0,75.2,7.3,7.5,10.0,6.1,10.0,2,Morning/Evening,28.4,77.7,Moderate,0,Normal,17.1,No Risk,0,0
REC-06543,FARM-017,COW-371,Murrah Buffalo,2.1,5,3,0,No previous mastitis,Up to date,None,3.73,90496,5.56,37.87,38.12,38.27,75.2,349.0,9.0,82.2,8.2,5.4,4.3,6.9,7.6,2,Morning/Evening,30.7,52.2,Moderate,0,Normal,57.0,Moderate Risk,0,0
REC-06544,FARM-007,COW-346,Gir,3.7,2,25,0,No previous mastitis,Up to date,None,8.58,409634,5.65,38.41,38.42,37.88,92.8,363.0,7.0,65.1,8.7,9.4,8.9,8.1,4.6,2,Morning/Evening,32.7,81.2,High,1,Normal,39.0,Low Risk,0,0
REC-06545,FARM-043,COW-279,Jersey,7.7,5,233,0,No previous mastitis,Up to date,None,4.44,253263,5.88,39.13,39.1,38.06,83.1,520.0,6.7,73.8,8.7,9.0,8.0,8.9,9.3,2,Morning/Evening,29.8,75.6,Moderate,0,Normal,30.7,Low Risk,0,0
REC-06546,FARM-004,COW-146,Holstein Friesian,7.4,2,55,0,No previous mastitis,Partially up to date,None,25.98,115120,5.08,39.04,39.06,37.86,94.5,585.0,8.5,68.7,7.4,8.7,7.5,9.2,8.8,2,Morning/Evening,34.2,52.3,Moderate,0,Normal,4.7,No Risk,0,0
REC-06547,FARM-037,COW-318,Jersey Cross,5.7,3,242,0,No previous mastitis,Up to date,None,11.43,342705,6.02,38.49,38.71,38.37,54.0,471.0,6.8,56.7,8.2,9.3,7.4,5.8,8.2,2,Morning/Evening,28.6,65.9,Low,0,Normal,14.0,No Risk,0,0
REC-06548,FARM-038,COW-224,Gir,9.0,6,125,0,No previous mastitis,Up to date,Anti-inflammatory treatment,4.88,138483,5.51,38.16,38.42,37.29,79.6,392.0,4.8,77.7,9.5,8.4,7.5,5.0,7.5,2,Morning/Evening,36.0,54.3,Moderate,0,Normal,26.4,Low Risk,0,0
REC-06549,FARM-032,COW-369,Jersey,7.4,4,297,1,Previous mastitis,Partially up to date,None,5.8,175252,5.93,38.86,38.84,38.02,71.9,527.0,10.0,74.7,8.1,7.4,7.7,5.3,7.5,2,Morning/Evening,40.5,78.0,High,0,Normal,38.4,Low Risk,0,0
REC-06550,FARM-011,COW-384,Holstein Friesian,6.0,2,130,0,No previous mastitis,Up to date,None,18.86,206035,5.56,38.68,38.72,37.61,67.1,475.0,5.8,81.4,7.9,5.6,6.0,5.4,7.9,2,Morning/Evening,29.3,55.8,Low,0,Intermittent,5.8,No Risk,0,0
REC-06551,FARM-001,COW-062,Holstein Friesian,6.2,5,6,0,No previous mastitis,Partially up to date,None,23.85,111719,4.31,39.22,39.12,37.44,61.8,462.0,5.9,71.9,8.7,6.0,7.7,5.2,7.6,2,Morning/Evening,30.7,56.8,Moderate,0,Normal,13.6,No Risk,0,0
REC-06552,FARM-025,COW-294,Holstein Friesian,5.4,1,228,0,No previous mastitis,Up to date,None,16.29,402021,6.38,39.11,39.18,38.32,84.5,454.0,7.5,58.1,7.7,6.6,6.2,5.9,9.0,2,Morning/Noon/Evening,24.8,69.0,Low,0,Maintenance,12.7,No Risk,0,0
REC-06553,FARM-042,COW-239,Murrah Buffalo,2.9,3,187,1,Previous mastitis,Up to date,None,10.08,379618,5.8,39.36,39.42,37.66,64.5,312.0,7.5,62.4,8.3,8.4,5.7,6.9,9.4,2,Morning/Noon/Evening,28.2,92.8,Moderate,1,Normal,42.2,Moderate Risk,0,0
REC-06554,FARM-024,COW-195,Gir,4.7,4,193,0,No previous mastitis,Up to date,Supportive treatment,7.64,214873,5.78,38.49,38.57,37.96,78.3,521.0,6.8,58.9,9.8,9.6,6.3,10.0,6.2,2,Morning/Evening,29.8,82.7,Moderate,0,Normal,13.7,No Risk,0,0
REC-06555,FARM-043,COW-166,Gir,2.0,5,287,0,No previous mastitis,Up to date,None,7.53,81835,5.54,38.42,38.52,37.43,81.5,599.0,6.8,78.4,5.9,9.3,6.6,5.0,8.1,3,Morning/Noon/Evening,32.1,56.1,Moderate,0,Normal,19.3,No Risk,0,0
REC-06556,FARM-017,COW-451,Sahiwal,3.2,1,101,0,No previous mastitis,Up to date,None,6.06,78445,4.27,38.08,38.11,37.92,81.8,438.0,7.2,59.8,7.2,6.5,9.8,7.4,5.6,2,Morning/Evening,28.1,53.3,Low,0,Normal,18.7,No Risk,0,0
REC-06557,FARM-008,COW-222,HF Cross,7.7,3,46,0,No previous mastitis,Up to date,None,22.95,150381,5.54,39.27,39.19,37.74,74.2,650.0,6.5,75.0,6.6,7.0,8.8,6.1,9.5,2,Morning/Evening,32.4,60.9,Moderate,0,Normal,6.0,No Risk,0,0
REC-06558,FARM-045,COW-061,Sahiwal,5.3,3,60,1,Previous mastitis,Up to date,None,10.39,341632,5.37,38.65,38.69,37.31,92.2,472.0,6.3,57.7,6.5,5.2,7.3,5.4,6.9,2,Morning/Evening,27.3,51.2,Low,0,Normal,18.8,No Risk,0,0
REC-06559,FARM-027,COW-129,Other,3.3,2,46,1,Previous mastitis,Up to date,None,10.9,473535,5.72,39.15,,38.3,101.9,281.0,6.4,56.0,6.7,9.7,4.8,9.8,7.6,2,Morning/Evening,33.5,77.4,High,0,Normal,37.8,Low Risk,0,0
REC-06560,FARM-018,COW-478,Gir,6.1,3,275,0,No previous mastitis,Up to date,None,6.75,261731,5.44,39.48,39.32,37.52,88.5,582.0,8.9,77.4,4.6,5.0,5.7,6.5,9.0,2,Morning/Evening,30.9,75.9,Moderate,0,Normal,29.2,Low Risk,0,0
REC-06561,FARM-027,COW-173,HF Cross,6.3,4,257,0,No previous mastitis,Partially up to date,Antibiotic treatment,8.57,165170,5.38,39.17,39.26,37.95,65.4,513.0,6.7,68.1,6.8,6.9,9.7,7.1,6.4,2,Morning/Evening,30.7,79.0,Moderate,0,Normal,16.7,No Risk,0,0
REC-06562,FARM-022,COW-480,Gir,8.0,6,223,0,No previous mastitis,Partially up to date,Antibiotic treatment,5.17,272792,5.14,38.39,38.41,37.54,85.0,522.0,6.1,43.2,8.8,9.3,5.0,8.4,7.8,2,Morning/Evening,26.9,68.6,Low,0,Normal,28.1,Low Risk,0,0
REC-06563,FARM-016,COW-156,Murrah Buffalo,8.4,3,18,0,No previous mastitis,Up to date,None,7.7,196495,5.29,39.2,39.21,37.12,75.2,456.0,6.7,65.2,5.8,7.8,8.1,6.6,5.9,2,Morning/Noon/Evening,28.6,69.4,Low,0,Intermittent,20.3,Low Risk,0,0
REC-06564,FARM-002,COW-405,Jersey,6.6,3,227,0,No previous mastitis,Up to date,None,13.3,185508,5.7,38.29,38.36,37.42,91.9,414.0,7.6,74.3,5.2,8.0,6.0,5.0,7.6,2,Morning/Evening,27.3,55.2,Low,0,Normal,16.7,No Risk,0,0
REC-06565,FARM-005,COW-378,Holstein Friesian,2.5,2,224,0,No previous mastitis,Up to date,None,25.55,69621,5.47,38.33,38.37,37.86,74.6,519.0,5.5,70.8,6.7,7.6,8.0,9.3,7.9,3,Morning/Evening,32.9,71.3,High,0,Normal,3.3,No Risk,0,0
REC-06566,FARM-018,COW-110,Murrah Buffalo,9.3,3,65,1,Previous mastitis,Partially up to date,Antibiotic treatment,10.23,399969,6.13,38.07,38.05,37.61,106.2,420.0,6.3,61.3,6.4,4.6,7.3,6.2,4.5,2,Morning/Evening,22.9,83.2,Moderate,1,Normal,58.1,Moderate Risk,1,14
REC-06567,FARM-003,COW-269,Other,7.6,5,268,0,No previous mastitis,Up to date,None,4.39,132913,5.7,38.8,38.83,37.95,78.3,463.0,8.2,88.0,8.5,7.9,7.3,7.9,8.5,3,Morning/Evening,25.8,62.8,Low,0,Normal,29.1,Low Risk,0,0
REC-06568,FARM-027,COW-411,HF Cross,6.7,5,173,0,No previous mastitis,Up to date,Antibiotic treatment,17.97,185856,5.23,38.69,38.7,37.76,92.9,359.0,5.7,60.9,9.7,8.1,5.3,6.7,6.0,3,Morning/Evening,34.4,72.9,High,0,Normal,4.4,No Risk,0,0
REC-06569,FARM-017,COW-356,HF Cross,5.2,4,152,0,No previous mastitis,Up to date,None,15.11,179730,5.3,38.32,38.4,37.47,72.8,557.0,7.8,66.1,10.0,6.4,7.6,7.2,7.0,2,Morning/Evening,29.8,68.8,Low,0,Normal,3.1,No Risk,0,0
REC-06570,FARM-016,COW-391,Holstein Friesian,2.4,3,260,0,No previous mastitis,Partially up to date,None,18.06,154228,5.4,38.59,38.59,37.68,58.6,381.0,5.0,84.4,6.4,8.3,6.9,7.9,7.1,3,Morning/Evening,34.5,61.6,Moderate,0,Normal,8.5,No Risk,0,0
REC-06571,FARM-006,COW-278,HF Cross,4.2,4,79,0,No previous mastitis,Up to date,None,11.89,211697,5.3,38.7,38.71,37.67,68.2,570.0,7.7,80.4,8.2,6.5,6.7,7.9,5.7,2,Morning/Evening,32.7,74.2,High,1,Normal,20.0,No Risk,0,0
REC-06572,FARM-007,COW-074,Other,5.1,3,224,0,No previous mastitis,Up to date,None,8.87,223769,5.55,38.41,38.41,37.82,83.8,468.0,8.0,76.8,7.4,9.3,5.7,7.8,8.0,2,Morning/Evening,33.2,89.8,High,1,Normal,17.1,No Risk,0,0
REC-06573,FARM-050,COW-487,Jersey,4.5,2,280,0,No previous mastitis,Up to date,None,8.33,173343,4.99,39.05,38.95,38.1,97.1,,7.7,72.9,7.9,7.1,6.3,6.4,7.6,3,Morning/Evening,30.9,84.5,Moderate,0,Normal,11.5,No Risk,0,0
REC-06574,FARM-014,COW-437,HF Cross,7.2,4,23,0,No previous mastitis,Partially up to date,None,15.33,166203,6.24,38.85,38.96,37.1,73.5,502.0,7.1,52.8,8.1,8.0,5.4,5.5,5.6,2,Morning/Evening,26.0,57.9,Low,0,Normal,9.1,No Risk,0,0
REC-06575,FARM-038,COW-463,Murrah Buffalo,5.1,3,218,0,No previous mastitis,Up to date,None,13.99,145811,6.04,38.07,38.09,37.98,61.3,537.0,8.3,61.0,7.3,7.6,6.5,5.2,9.5,2,Morning/Evening,29.3,69.4,Low,0,Normal,5.3,No Risk,0,0
REC-06576,FARM-040,COW-207,HF Cross,3.8,2,277,0,No previous mastitis,Up to date,None,9.56,131475,5.31,38.97,39.05,37.05,85.9,541.0,7.6,72.3,6.2,8.3,7.7,7.5,10.0,2,Morning/Evening,23.4,76.8,Moderate,0,Normal,8.6,No Risk,0,0
REC-06577,FARM-015,COW-388,Sahiwal,6.1,3,198,0,No previous mastitis,Up to date,Supportive treatment,14.39,297363,5.96,38.71,38.77,38.48,54.3,478.0,7.4,97.9,6.4,7.4,4.7,7.6,6.9,2,Morning/Noon/Evening,28.3,69.0,Low,0,Normal,10.8,No Risk,0,0
REC-06578,FARM-047,COW-480,HF Cross,3.7,4,150,0,No previous mastitis,Overdue,None,14.97,313459,6.03,38.85,38.89,38.14,97.1,525.0,6.6,58.3,7.7,8.3,7.0,6.8,6.5,2,Morning/Evening,26.5,52.6,Low,0,Normal,7.3,No Risk,0,0
REC-06579,FARM-047,COW-279,Sahiwal,2.3,4,122,1,Previous mastitis,Up to date,None,8.27,323749,6.2,38.69,38.78,38.24,70.0,397.0,6.9,55.4,7.9,8.3,6.0,7.1,6.5,2,Morning/Evening,20.6,58.9,Low,0,Normal,44.6,Moderate Risk,0,0
REC-06580,FARM-048,COW-375,Other,6.1,3,109,0,No previous mastitis,Partially up to date,None,12.2,241670,5.92,38.11,38.14,38.45,89.4,407.0,5.5,66.9,6.6,5.4,9.0,6.7,7.3,3,Morning/Evening,30.9,75.5,Moderate,0,Normal,20.3,Low Risk,0,0
REC-06581,FARM-033,COW-326,HF Cross,5.1,5,231,0,No previous mastitis,Up to date,None,16.06,207419,5.14,39.18,39.2,38.08,74.7,480.0,6.6,56.2,7.1,8.2,6.4,10.0,8.2,2,Morning/Evening,30.5,91.1,Moderate,0,Normal,2.7,No Risk,0,0
REC-06582,FARM-043,COW-472,Murrah Buffalo,5.5,3,229,0,No previous mastitis,Overdue,None,3.0,212860,5.4,38.23,38.46,38.02,69.5,433.0,6.4,65.1,8.9,6.5,6.9,5.7,6.3,2,Morning/Evening,34.7,60.2,Moderate,0,Normal,35.7,Low Risk,0,0
REC-06583,FARM-027,COW-340,Other,7.7,2,203,1,Previous mastitis,Up to date,None,5.0,94570,5.49,38.63,38.59,37.9,74.2,356.0,7.6,57.9,7.4,7.0,7.6,5.5,8.5,2,Morning/Noon/Evening,23.5,56.6,Low,0,Normal,57.0,Moderate Risk,0,0
REC-06584,FARM-029,COW-357,Other,5.7,1,293,0,No previous mastitis,Up to date,Anti-inflammatory treatment,7.93,568020,6.49,38.46,38.47,37.76,88.5,535.0,6.0,75.4,8.0,6.8,9.7,7.5,7.4,2,Morning/Evening,33.9,81.5,High,0,Normal,35.6,Low Risk,1,9
